latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
32.92111,-97.28161,1073.57275,-17.04028,10.16862,-0.27549
32.92105,-97.24962,1063.82275,-15.97778,10.54362,-0.15719
32.92097,-97.21763,1054.9165,-15.35278,9.98112,0.32776
32.92088,-97.18564,1046.63525,-15.79028,9.91862,1.03322
32.92078,-97.15364,1035.88525,-16.79028,11.10612,1.18561
32.92068,-97.12165,1036.82275,-17.29028,12.29362,0.44166
32.92056,-97.08966,1043.51025,-17.29028,12.54362,-0.13429
32.92044,-97.05767,1032.19775,-17.60278,11.79362,-0.31703
32.92031,-97.02568,1018.0415,-18.16528,10.29362,-0.26911
32.92016,-96.99369,1011.01025,-18.60278,9.16862,0.087
32.92001,-96.9617,1000.6665,-19.16528,9.41862,0.47243
32.91985,-96.92971,987.9165,-19.79028,10.79362,0.30497
32.9481,-97.63356,1090.19775,-6.85278,5.73112,-0.23952
32.94814,-97.60156,1071.26025,-6.91528,6.41862,-0.05408
32.94816,-97.56955,1077.604,-7.10278,7.41862,0.47228
32.94818,-97.53755,1071.5415,-7.91528,8.54362,0.80714
32.94819,-97.50555,1053.82275,-8.97778,7.98112,-0.17211
32.94818,-97.47355,1076.0415,-8.29028,6.48112,-1.49341
32.94817,-97.44154,1103.44775,-8.29028,6.54362,0.81073
32.94815,-97.40954,1100.26025,-12.35278,9.41862,3.05916
32.94812,-97.37754,1087.604,-15.04028,11.79362,1.09848
32.94808,-97.34554,1083.88525,-14.79028,9.60612,0.02848
32.94803,-97.31353,1076.63525,-15.16528,8.54362,0.44317
32.94797,-97.28153,1071.604,-15.47778,8.73112,0.66081
32.9479,-97.24953,1068.13525,-15.66528,8.91862,0.88486
32.94782,-97.21753,1066.82275,-16.04028,8.54362,0.99402
32.94774,-97.18553,1055.63525,-16.66528,8.16862,1.1644
32.94764,-97.15352,1047.94775,-17.22778,9.29362,1.06773
32.94753,-97.12152,1042.4165,-17.10278,11.16862,0.49512
32.94742,-97.08952,1037.44775,-16.85278,11.98112,0.1996
32.94729,-97.05752,1028.6665,-17.29028,11.91862,0.10791
32.94716,-97.02552,1015.104,-18.04028,10.98112,-0.20134
32.94702,-96.99352,1007.979,-18.60278,9.79362,-0.17747
32.94686,-96.96151,993.854,-19.10278,9.85612,0.31569
32.9467,-96.92951,988.32275,-19.66528,11.35612,0.33377
32.97496,-97.6336,1087.69775,-6.04028,5.91862,-0.05704
32.97499,-97.60159,1090.104,-6.72778,6.60612,0.23707
32.97502,-97.56958,1094.854,-7.85278,7.41862,0.88626
32.97504,-97.53756,1076.5415,-9.10278,8.16862,1.00764
32.97504,-97.50555,1056.19775,-9.85278,7.60612,-0.2965
32.97504,-97.47354,1073.19775,-8.35278,5.66862,-1.71537
32.97503,-97.44152,1089.51025,-8.66528,6.35612,2.02994
32.975,-97.40951,1101.88525,-13.47778,9.29362,3.28422
32.97497,-97.3775,1085.82275,-14.72778,11.35612,0.60347
32.97493,-97.34548,1067.979,-12.91528,9.54362,-0.3204
32.97488,-97.31347,1052.26025,-12.72778,7.54362,-0.09037
32.97482,-97.28146,1055.604,-13.35278,6.91862,0.26852
32.97476,-97.24944,1058.6665,-14.41528,6.85612,0.53498
32.97468,-97.21743,1059.9165,-15.54028,6.73112,0.41644
32.97459,-97.18542,1048.7915,-16.22778,6.54362,0.35935
32.97449,-97.1534,1036.57275,-16.47778,7.41862,0.53861
32.97439,-97.12139,1024.729,-16.35278,9.54362,0.60594
32.97427,-97.08938,1017.07275,-16.22778,10.98112,0.56456
32.97415,-97.05736,1014.2915,-16.47778,11.54362,0.491
32.97402,-97.02535,1007.104,-16.91528,11.29362,0.1902
32.97387,-96.99334,1001.51025,-17.35278,10.29362,0.13403
32.97372,-96.96133,993.4165,-17.97778,10.10612,0.63919
32.97356,-96.92931,992.88525,-18.66528,11.35612,0.81398
33.00182,-97.63365,1106.82275,-5.85278,5.85612,0.11345
33.00185,-97.60163,1098.104,-7.10278,6.54362,0.26964
33.00188,-97.5696,1091.13525,-8.79028,7.04362,0.77128
33.00189,-97.53758,1070.69775,-10.16528,7.73112,0.63202
33.0019,-97.50555,1062.5415,-10.22778,7.66862,-1.14471
33.0019,-97.47353,1084.82275,-8.79028,5.54362,-0.8403
33.00188,-97.4415,1104.07275,-10.91528,6.41862,2.96773
33.00186,-97.40948,1104.88525,-15.10278,9.23112,2.22251
33.00183,-97.37745,1091.604,-14.97778,10.41862,-0.19314
33.00179,-97.34543,1073.479,-13.41528,9.60612,-0.71797
33.00174,-97.3134,1055.88525,-12.85278,8.04362,-0.61396
33.00168,-97.28138,1042.5415,-12.91528,6.98112,-0.35732
33.00161,-97.24936,1053.07275,-13.79028,6.54362,-0.31022
33.00153,-97.21733,1039.854,-14.85278,6.29362,-0.40114
33.00145,-97.18531,1034.57275,-15.35278,6.16862,-0.45569
33.00135,-97.15328,1022.88525,-15.60278,6.60612,-0.00418
33.00125,-97.12126,1019.57275,-15.66528,8.60612,0.3758
33.00113,-97.08923,1032.604,-15.66528,10.23112,0.38283
33.00101,-97.05721,1028.2915,-15.79028,10.79362,0.51315
33.00087,-97.02519,1015.26025,-15.79028,10.98112,0.32386
33.00073,-96.99316,1009.4165,-15.47778,10.48112,0.17298
33.00058,-96.96114,994.57275,-15.35278,10.29362,0.52365
33.00041,-96.92912,1000.9165,-15.66528,11.16862,0.72267
33.02868,-97.6337,1109.104,-5.04028,6.04362,-0.2481
33.02871,-97.60166,1084.13525,-6.29028,7.04362,-0.17429
33.02873,-97.56963,1070.854,-8.35278,7.35612,0.22171
33.02875,-97.53759,1058.32275,-10.66528,8.10612,0.28708
33.02876,-97.50555,1076.19775,-10.60278,9.10612,-1.29521
33.02875,-97.47352,1101.229,-9.91528,7.04362,0.01942
33.02874,-97.44148,1110.604,-13.10278,7.16862,2.28177
33.02872,-97.40945,1092.51025,-16.04028,9.91862,0.77125
33.02869,-97.37741,1082.13525,-15.66528,10.73112,-0.43676
33.02865,-97.34538,1067.38525,-14.97778,10.41862,-0.64057
33.0286,-97.31334,1054.88525,-14.79028,9.41862,-0.606
33.02854,-97.2813,1042.76025,-14.97778,8.48112,-0.5873
33.02847,-97.24927,1032.4165,-15.41528,7.98112,-0.72882
33.02839,-97.21723,1028.13525,-15.47778,7.48112,-0.91948
33.02831,-97.1852,1021.07275,-15.10278,7.04362,-0.82781
33.02821,-97.15316,1029.729,-15.10278,7.10612,-0.25411
33.0281,-97.12113,1040.0415,-15.79028,8.54362,0.32877
33.02799,-97.08909,1045.88525,-16.41528,9.85612,0.3297
33.02786,-97.05706,1030.44775,-16.79028,10.16862,0.30609
33.02773,-97.02502,1019.94775,-16.47778,10.54362,0.01059
33.02759,-96.99299,1007.44775,-15.29028,10.73112,-0.20804
33.02743,-96.96095,997.51025,-13.79028,11.10612,-0.12826
33.02727,-96.92892,1005.94775,-12.91528,11.85612,0.04315
33.05553,-97.63374,1106.479,-2.72778,7.41862,-0.71348
33.05557,-97.6017,1086.7915,-4.04028,8.29362,-0.01001
33.05559,-97.56965,1063.354,-6.97778,7.91862,0.63854
33.05561,-97.5376,1059.51025,-10.60278,8.41862,1.04199
33.05562,-97.50556,1087.19775,-11.79028,10.60612,0.02241
33.05561,-97.47351,1119.82275,-11.54028,9.98112,-0.06967
33.0556,-97.44146,1106.01025,-13.41528,9.23112,0.64235
33.05558,-97.40942,1099.6665,-15.22778,10.98112,0.17164
33.05555,-97.37737,1086.63525,-15.29028,11.66862,-0.03996
33.05551,-97.34532,1074.94775,-14.91528,11.35612,0.0047
33.05546,-97.31327,1061.38525,-14.97778,10.54362,0.0373
33.0554,-97.28123,1039.26025,-15.47778,9.85612,0.1022
33.05533,-97.24918,1037.94775,-16.04028,9.41862,-0.12527
33.05525,-97.21713,1038.4165,-16.04028,8.66862,-0.34933
33.05516,-97.18509,1037.5415,-15.35278,7.85612,-0.287
33.05507,-97.15304,1049.4165,-14.97778,7.60612,0.217
33.05496,-97.121,1047.1665,-15.72778,8.35612,0.66909
33.05485,-97.08895,1038.4165,-16.85278,9.35612,0.47999
33.05472,-97.0569,1033.0415,-17.85278,9.66862,0.37972
33.05459,-97.02486,1022.26025,-18.16528,10.16862,0.15813
33.05445,-96.99281,1006.19775,-17.47778,10.85612,0.04003
33.05429,-96.96076,996.76025,-15.91528,11.98112,-0.00419
33.05413,-96.92872,1009.94775,-14.22778,13.04362,-0.07516
33.0824,-97.63379,1083.9165,-0.97778,8.79362,0.19459
33.08243,-97.60173,1067.354,-4.10278,8.60612,1.02108
33.08245,-97.56967,1061.979,-7.97778,7.23112,1.18505
33.08247,-97.53762,1064.729,-11.47778,7.54362,1.61317
33.08248,-97.50556,1091.354,-13.29028,10.73112,1.38267
33.08247,-97.4735,1127.94775,-12.97778,12.79362,-0.04008
33.08246,-97.44144,1120.1665,-13.29028,11.79362,-0.24621
33.08244,-97.40938,1108.729,-14.22778,12.04362,-0.05496
33.08241,-97.37733,1094.07275,-14.41528,11.98112,0.22226
33.08237,-97.34527,1075.7915,-14.29028,11.35612,0.37353
33.08232,-97.31321,1057.69775,-14.04028,10.66862,0.39352
33.08226,-97.28115,1043.01025,-14.16528,10.10612,0.38687
33.08219,-97.24909,1054.2915,-14.85278,9.66862,0.24791
33.08211,-97.21704,1055.4165,-15.60278,8.54362,0.03134
33.08203,-97.18498,1054.2915,-15.60278,7.41862,0.03721
33.08193,-97.15292,1054.354,-15.29028,6.85612,0.55766
33.08182,-97.12086,1043.729,-15.29028,7.73112,0.78587
33.08171,-97.08881,1038.479,-15.85278,8.91862,0.47498
33.08158,-97.05675,1028.07275,-16.97778,9.29362,0.45373
33.08145,-97.02469,1016.479,-18.04028,9.60612,0.47081
33.08131,-96.99263,1009.229,-18.22778,10.23112,0.46451
33.08115,-96.96058,1008.38525,-17.60278,11.41862,0.4765
33.08099,-96.92852,1013.2915,-16.41528,12.91862,0.40951
33.10926,-97.63384,1057.7915,-3.04028,8.73112,1.50515
33.10929,-97.60177,1066.1665,-7.54028,7.35612,1.34212
33.10932,-97.5697,1075.82275,-10.79028,5.85612,0.69664
33.10933,-97.53763,1087.32275,-12.72778,6.10612,1.12444
33.10934,-97.50556,1113.6665,-14.16528,9.66862,1.8126
33.10934,-97.47349,1130.229,-13.85278,13.85612,0.71612
33.10932,-97.44142,1117.2915,-13.54028,13.54362,-0.25212
33.1093,-97.40935,1105.07275,-14.16528,12.98112,-0.15049
33.10927,-97.37728,1084.13525,-14.35278,11.98112,0.09999
33.10923,-97.34521,1064.729,-14.29028,11.04362,0.25127
33.10918,-97.31314,1047.979,-13.91528,10.48112,0.34272
33.10912,-97.28108,1049.26025,-13.54028,9.98112,0.22151
33.10905,-97.24901,1070.19775,-13.85278,9.41862,-0.04893
33.10897,-97.21694,1071.76025,-14.79028,8.04362,-0.28396
33.10889,-97.18487,1060.01025,-15.60278,6.41862,-0.37161
33.10879,-97.1528,1044.51025,-15.54028,5.66862,0.34145
33.10868,-97.12073,1035.2915,-15.04028,7.04362,0.85043
33.10857,-97.08866,1019.69775,-14.79028,8.73112,0.72622
33.10844,-97.05659,1020.51025,-15.29028,9.10612,0.46915
33.10831,-97.02453,1018.76025,-16.22778,9.16862,0.45712
33.10817,-96.99246,1009.0415,-16.97778,9.35612,0.54792
33.10801,-96.96039,1008.88525,-17.16528,9.91862,0.59501
33.10785,-96.92832,1014.729,-16.72778,11.41862,0.57792
33.13612,-97.63388,1075.229,-6.97778,8.04362,1.43946
33.13615,-97.6018,1086.76025,-10.41528,6.41862,0.20202
33.13618,-97.56972,1089.69775,-11.91528,5.29362,-0.34782
33.13619,-97.53764,1114.0415,-12.66528,5.29362,0.44065
33.1362,-97.50556,1126.2915,-14.16528,8.23112,1.67203
33.1362,-97.47348,1117.2915,-14.66528,13.29362,1.20868
33.13619,-97.4414,1095.69775,-14.47778,14.48112,0.12984
33.13616,-97.40932,1083.82275,-14.97778,13.60612,-0.16501
33.13613,-97.37724,1081.7915,-15.10278,12.35612,-0.25118
33.13609,-97.34516,1060.9165,-14.97778,11.23112,-0.05167
33.13604,-97.31308,1057.729,-14.85278,10.85612,0.09958
33.13598,-97.281,1057.32275,-14.85278,10.41862,-0.00421
33.13591,-97.24892,1072.1665,-15.29028,9.66862,-0.34379
33.13584,-97.21684,1068.51025,-16.10278,8.04362,-0.8101
33.13575,-97.18476,1049.26025,-16.41528,6.29362,-1.23354
33.13565,-97.15268,1040.19775,-16.10278,5.48112,-0.24555
33.13555,-97.1206,1025.104,-15.85278,6.91862,0.64447
33.13543,-97.08852,1034.38525,-15.16528,8.66862,0.41661
33.13531,-97.05644,1033.4165,-14.54028,9.16862,0.29241
33.13517,-97.02436,1015.38525,-14.72778,9.35612,0.21492
33.13503,-96.99228,1016.51025,-15.35278,9.23112,0.14381
33.13488,-96.9602,1011.38525,-15.79028,9.04362,0.32984
33.13471,-96.92812,1018.07275,-15.72778,10.10612,0.52527
33.16298,-97.63393,1088.604,-9.04028,8.66862,0.72846
33.16302,-97.60184,1101.6665,-10.66528,7.10612,-0.79067
33.16304,-97.56975,1106.479,-11.22778,5.66862,-0.83678
33.16306,-97.53766,1129.76025,-11.29028,4.91862,0.0076
33.16306,-97.50556,1115.57275,-12.97778,7.04362,1.73224
33.16306,-97.47347,1102.104,-15.35278,12.35612,1.68529
33.16305,-97.44138,1103.104,-15.79028,15.29362,0.35948
33.16303,-97.40929,1099.104,-15.85278,14.10612,-0.07874
33.163,-97.3772,1076.229,-16.16528,12.73112,-0.25068
33.16296,-97.34511,1060.94775,-15.97778,11.91862,-0.10787
33.16291,-97.31301,1070.82275,-16.10278,11.73112,0.04323
33.16285,-97.28092,1066.38525,-16.66528,11.29362,0.04026
33.16278,-97.24883,1072.69775,-17.41528,10.48112,-0.28908
33.1627,-97.21674,1052.94775,-17.79028,8.85612,-0.89703
33.16261,-97.18465,1042.01025,-16.91528,7.23112,-1.39132
33.16252,-97.15256,1029.76025,-16.41528,6.29362,-0.2649
33.16241,-97.12047,1039.63525,-17.60278,7.23112,0.53975
33.16229,-97.08838,1039.13525,-18.16528,8.79362,0.31755
33.16217,-97.05628,1027.479,-17.35278,9.54362,0.18807
33.16204,-97.02419,1012.94775,-16.54028,9.85612,-0.06633
33.16189,-96.9921,1025.32275,-16.16528,9.79362,-0.37743
33.16174,-96.96001,1015.354,-16.22778,9.04362,-0.14016
33.16158,-96.92792,1018.9165,-15.85278,9.48112,0.35355
33.18985,-97.63398,1101.26025,-9.72778,9.73112,0.85132
33.18988,-97.60187,1116.69775,-10.60278,8.60612,-0.60441
33.18991,-97.56977,1136.32275,-10.60278,6.10612,-1.34849
33.18992,-97.53767,1134.854,-9.60278,4.23112,-0.46341
33.18993,-97.50557,1122.76025,-11.29028,6.35612,2.10738
33.18993,-97.47346,1122.7915,-15.85278,11.54362,2.53567
33.18991,-97.44136,1111.604,-17.22778,15.29362,0.67892
33.18989,-97.40926,1092.76025,-16.66528,14.10612,0.02556
33.18986,-97.37715,1069.82275,-16.54028,12.79362,-0.20593
33.18982,-97.34505,1081.51025,-16.10278,12.23112,-0.01015
33.18977,-97.31295,1081.82275,-16.29028,12.10612,0.27186
33.18971,-97.28085,1070.1665,-17.16528,11.66862,0.31589
33.18964,-97.24874,1057.19775,-18.04028,10.98112,0.02538
33.18957,-97.21664,1042.104,-18.10278,9.60612,-0.37252
33.18948,-97.18454,1035.76025,-16.85278,7.85612,-0.50616
33.18938,-97.15244,1046.6665,-16.35278,6.54362,0.19548
33.18927,-97.12033,1044.729,-17.85278,6.85612,0.90097
33.18916,-97.08823,1030.57275,-19.85278,8.16862,1.13107
33.18903,-97.05613,1018.44775,-20.79028,9.23112,0.89411
33.1889,-97.02403,1013.104,-20.22778,9.73112,0.20239
33.18876,-96.99193,1033.4165,-19.29028,9.60612,-0.3207
33.1886,-96.95982,1018.44775,-18.60278,8.79362,-0.11924
33.18844,-96.92772,1013.38525,-17.97778,8.85612,0.34968
33.21671,-97.63402,1115.5415,-10.29028,9.79362,0.95477
33.21675,-97.60191,1146.5415,-10.97778,9.29362,-0.29127
33.21677,-97.5698,1161.01025,-9.79028,6.73112,-2.14806
33.21679,-97.53768,1137.38525,-7.35278,3.54362,-1.2482
33.2168,-97.50557,1128.104,-9.60278,5.66862,2.72771
33.21679,-97.47345,1122.01025,-16.47778,10.60612,3.09298
33.21678,-97.44134,1104.229,-18.60278,14.16862,0.58666
33.21676,-97.40923,1087.1665,-17.22778,13.60612,-0.13233
33.21673,-97.37711,1071.44775,-16.54028,12.60612,-0.34857
33.21669,-97.345,1092.82275,-15.85278,12.10612,-0.11422
33.21664,-97.31288,1086.57275,-15.72778,11.85612,0.28398
33.21658,-97.28077,1068.26025,-16.22778,11.54362,0.31303
33.21651,-97.24866,1054.354,-17.04028,10.98112,0.18217
33.21643,-97.21654,1046.979,-17.66528,9.66862,-0.03371
33.21634,-97.18443,1052.32275,-17.47778,7.60612,-0.125
33.21625,-97.15232,1052.82275,-16.91528,5.66862,0.43117
33.21614,-97.1202,1040.104,-17.60278,5.60612,1.16284
33.21603,-97.08809,1029.1665,-19.72778,6.79362,1.4455
33.2159,-97.05597,1014.82275,-21.60278,7.98112,1.01355
33.21577,-97.02386,1017.69775,-21.97778,8.60612,0.30515
33.21562,-96.99175,1029.38525,-21.22778,8.41862,0.08728
33.21547,-96.95964,1017.5415,-20.41528,7.85612,0.11365
33.21531,-96.92752,1020.88525,-19.91528,7.85612,0.12256
