latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
32.84041,-97.21792,3070.56519,8.67122,20.25475,0.45602
32.84032,-97.18596,3070.15894,6.92122,24.94225,0.30641
32.84023,-97.15401,3069.31519,6.35872,26.31725,-1.87513
32.84012,-97.12205,3059.09644,6.23372,26.50475,-2.17754
32.84001,-97.09009,3053.78394,5.48372,26.50475,1.20684
32.83988,-97.05813,3043.09644,3.79622,24.94225,2.04454
32.83975,-97.02618,3042.50269,2.85872,23.31725,1.67669
32.83961,-96.99422,3050.15894,3.42122,21.69225,1.40795
32.83946,-96.96226,3046.31519,4.23372,20.12975,1.36364
32.83929,-96.93031,3037.69019,4.54622,18.75475,1.6501
32.83912,-96.89835,3026.44019,4.23372,17.37975,1.66037
32.86754,-97.63342,3116.81519,0.10872,24.37975,4.64782
32.86758,-97.60145,3122.03394,0.85872,29.37975,0.99214
32.8676,-97.56948,3109.59644,3.98372,29.37975,0.22539
32.86762,-97.53751,3089.40894,6.29622,27.31725,0.33042
32.86763,-97.50554,3068.59644,4.79622,26.06725,1.55469
32.86762,-97.47357,3060.62769,1.60872,26.44225,1.25141
32.86761,-97.4416,3091.69019,2.35872,26.69225,0.13668
32.86759,-97.40964,3100.19019,5.42122,27.56725,1.21581
32.86756,-97.37767,3095.84644,7.85872,29.81725,1.38576
32.86752,-97.3457,3081.56519,11.10872,29.87975,0.83868
32.86747,-97.31373,3074.78394,14.79622,26.00475,0.8342
32.86741,-97.28176,3077.47144,16.23372,22.19225,0.39744
32.86734,-97.24979,3085.53394,13.73372,19.44225,-0.30996
32.86726,-97.21782,3090.56519,8.92122,19.81725,-0.86526
32.86718,-97.18585,3082.87769,5.10872,23.12975,-1.63372
32.86708,-97.15389,3074.37769,3.67122,25.19225,-2.44237
32.86697,-97.12192,3060.44019,3.17122,25.69225,-0.34057
32.86686,-97.08995,3052.00269,2.23372,23.87975,1.48461
32.86673,-97.05798,3049.31519,1.73372,21.50475,0.86109
32.8666,-97.02601,3052.47144,2.35872,20.50475,0.42031
32.86646,-96.99404,3046.44019,2.98372,19.87975,0.81034
32.86631,-96.96208,3035.50269,2.92122,19.19225,1.42838
32.86614,-96.93011,3027.40894,2.42122,18.50475,1.75741
32.86597,-96.89814,3033.50269,1.73372,17.87975,1.40292
32.8944,-97.63347,3107.25269,0.85872,25.69225,1.4977
32.89443,-97.60149,3108.19019,1.85872,28.81725,-0.08666
32.89446,-97.56951,3091.44019,4.54622,28.37975,0.17342
32.89447,-97.53752,3080.87769,7.60872,26.56725,1.10063
32.89448,-97.50554,3068.94019,9.04622,24.62975,2.17062
32.89447,-97.47356,3073.75269,7.48372,22.94225,1.0875
32.89446,-97.44158,3086.28394,6.23372,23.00475,-0.08243
32.89444,-97.4096,3106.62769,7.10872,24.19225,0.38595
32.89441,-97.37762,3096.06519,8.73372,27.56725,0.27011
32.89437,-97.34564,3084.94019,11.54622,29.06725,-0.2344
32.89432,-97.31366,3084.06519,15.17122,27.19225,-0.14192
32.89426,-97.28168,3088.19019,14.92122,25.00475,-0.18903
32.89419,-97.2497,3097.25269,8.35872,22.12975,-0.5812
32.89411,-97.21772,3092.09644,0.79622,21.62975,-1.26762
32.89403,-97.18574,3081.81519,-1.95378,23.87975,-1.41107
32.89393,-97.15376,3070.81519,-1.32878,25.00475,0.04532
32.89383,-97.12179,3062.40894,-0.20378,23.25475,0.94275
32.89371,-97.08981,3055.31519,1.48372,20.69225,-0.37753
32.89359,-97.05783,3058.87769,3.60872,19.69225,-0.87658
32.89345,-97.02585,3048.22144,4.67122,19.81725,0.09993
32.89331,-96.99387,3039.72144,4.23372,19.75475,1.03418
32.89316,-96.96189,3037.06519,3.04622,19.62975,1.47201
32.893,-96.92991,3031.50269,1.73372,19.31725,1.41255
32.92125,-97.63351,3112.78394,2.60872,25.31725,-0.24767
32.92128,-97.60152,3096.59644,3.98372,26.69225,-0.52256
32.92131,-97.56953,3082.72144,6.10872,26.81725,-0.08968
32.92133,-97.53754,3076.75269,8.98372,25.37975,1.20254
32.92133,-97.50555,3070.94019,11.92122,23.50475,1.3382
32.92133,-97.47356,3094.97144,11.60872,21.44225,0.49894
32.92132,-97.44156,3102.06519,8.54622,21.44225,0.60178
32.92129,-97.40957,3109.28394,7.67122,23.00475,1.40586
32.92126,-97.37758,3101.56519,8.42122,26.00475,-0.15634
32.92122,-97.34559,3101.19019,10.17122,29.37975,-1.00378
32.92117,-97.3136,3099.00269,12.23372,30.12975,-0.27384
32.92111,-97.28161,3095.50269,9.35872,28.87975,0.73863
32.92105,-97.24962,3089.47144,2.79622,25.06725,1.54818
32.92097,-97.21763,3083.97144,-2.20378,21.87975,2.576
32.92088,-97.18564,3073.09644,-3.57878,21.56725,3.5659
32.92078,-97.15364,3060.40894,-1.95378,20.69225,3.22481
32.92068,-97.12165,3061.56519,0.67122,18.44225,1.05763
32.92056,-97.08966,3069.12769,3.35872,18.37975,-0.44049
32.92044,-97.05767,3062.59644,5.23372,19.75475,-0.06779
32.92031,-97.02568,3053.28394,6.10872,20.19225,0.78971
32.92016,-96.99369,3048.69019,5.60872,20.12975,1.20418
32.92001,-96.9617,3040.50269,3.79622,20.31725,1.16542
32.91985,-96.92971,3030.19019,1.60872,20.44225,0.96142
32.9481,-97.63356,3094.06519,4.35872,24.19225,-0.56836
32.94814,-97.60156,3080.06519,5.60872,24.81725,-0.3012
32.94816,-97.56955,3086.25269,6.92122,25.25475,-0.01305
32.94818,-97.53755,3084.53394,9.29622,24.37975,0.75631
32.94819,-97.50555,3072.87769,12.23372,23.25475,0.79975
32.94818,-97.47355,3089.81519,11.85872,22.19225,0.36008
32.94817,-97.44154,3108.72144,8.85872,22.37975,1.08681
32.94815,-97.40954,3115.19019,8.67122,25.37975,2.56432
32.94812,-97.37754,3109.78394,8.85872,27.56725,-0.14173
32.94808,-97.34554,3108.12769,7.54622,30.75475,-0.69275
32.94803,-97.31353,3100.12769,7.23372,32.62975,0.24366
32.94797,-97.28153,3095.81519,6.35872,32.12975,1.10396
32.9479,-97.24953,3092.56519,6.23372,27.69225,2.70448
32.94782,-97.21753,3091.15894,7.54622,21.00475,4.68186
32.94774,-97.18553,3079.09644,7.67122,16.62975,5.58673
32.94764,-97.15352,3070.72144,6.98372,14.37975,3.79003
32.94753,-97.12152,3068.12769,6.54622,14.44225,0.83124
32.94742,-97.08952,3067.28394,5.92122,17.06725,0.23186
32.94729,-97.05752,3062.25269,5.54622,18.81725,0.94494
32.94716,-97.02552,3052.37769,5.85872,19.06725,1.29495
32.94702,-96.99352,3045.59644,5.79622,19.62975,1.4157
32.94686,-96.96151,3032.78394,3.73372,20.56725,1.17008
32.9467,-96.92951,3027.87769,0.54622,21.62975,0.69932
32.97496,-97.6336,3091.69019,4.98372,23.75475,-0.15541
32.97499,-97.60159,3096.00269,5.98372,24.25475,0.16585
32.97502,-97.56958,3101.78394,6.79622,24.31725,0.24262
32.97504,-97.53756,3091.75269,8.92122,24.06725,0.516
32.97504,-97.50555,3077.40894,11.79622,23.87975,0.66582
32.97504,-97.47354,3087.87769,10.98372,23.56725,-0.51384
32.97503,-97.44152,3099.09644,9.92122,25.06725,1.0565
32.975,-97.40951,3118.53394,13.17122,29.94225,0.60441
32.97497,-97.3775,3108.72144,13.54622,31.44225,-1.09611
32.97493,-97.34548,3095.90894,8.85872,30.69225,-0.20034
32.97488,-97.31347,3079.59644,5.92122,29.12975,-0.01677
32.97482,-97.28146,3081.09644,7.23372,29.87975,-0.39003
32.97476,-97.24944,3082.81519,10.92122,27.44225,0.73061
32.97468,-97.21743,3082.78394,14.29622,20.37975,2.56093
32.97459,-97.18542,3072.84644,15.10872,14.00475,3.41178
32.97449,-97.1534,3062.81519,13.48372,11.81725,2.55936
32.97439,-97.12139,3055.69019,10.60872,14.12975,1.27121
32.97427,-97.08938,3052.25269,7.54622,17.25475,0.86671
32.97415,-97.05736,3051.81519,5.54622,17.81725,1.09441
32.97402,-97.02535,3046.25269,5.10872,17.06725,1.33567
32.97387,-96.99334,3039.75269,5.54622,18.19225,1.60926
32.97372,-96.96133,3032.37769,5.04622,20.62975,1.55623
32.97356,-96.92931,3032.50269,2.17122,23.00475,1.0693
33.00182,-97.63365,3107.94019,5.35872,24.94225,0.03813
33.00185,-97.60163,3103.94019,6.23372,25.19225,-0.15223
33.00188,-97.5696,3101.12769,6.98372,24.75475,-0.12275
33.00189,-97.53758,3091.65894,8.73372,25.00475,0.35941
33.0019,-97.50555,3089.65894,10.04622,24.44225,-0.30203
33.0019,-97.47353,3100.31519,9.42122,23.87975,-1.23539
33.00188,-97.4415,3117.31519,10.92122,28.87975,2.58078
33.00186,-97.40948,3121.81519,15.23372,34.37975,-1.27591
33.00183,-97.37745,3113.31519,16.04622,34.81725,-1.5864
33.00179,-97.34543,3098.81519,12.04622,29.25475,-0.38718
33.00174,-97.3134,3082.69019,8.10872,23.50475,-0.65651
33.00168,-97.28138,3072.87769,8.10872,24.56725,-1.13196
33.00161,-97.24936,3082.34644,10.98372,24.81725,-0.60358
33.00153,-97.21733,3071.59644,13.48372,20.00475,0.19971
33.00145,-97.18531,3065.87769,13.85872,14.62975,0.51199
33.00135,-97.15328,3054.47144,12.67122,13.75475,0.16277
33.00125,-97.12126,3051.53394,10.48372,17.19225,0.28295
33.00113,-97.08923,3063.44019,7.98372,19.44225,0.90148
33.00101,-97.05721,3062.78394,5.85872,18.56725,1.16683
33.00087,-97.02519,3053.69019,4.54622,16.44225,1.03913
33.00073,-96.99316,3047.22144,4.48372,16.62975,0.78888
33.00058,-96.96114,3034.03394,5.79622,20.37975,0.50257
33.00041,-96.92912,3038.78394,6.10872,24.00475,0.44362
33.02868,-97.6337,3109.65894,5.42122,26.44225,-0.59165
33.02871,-97.60166,3091.53394,6.23372,26.56725,-1.29456
33.02873,-97.56963,3083.56519,6.98372,26.62975,-0.70183
33.02875,-97.53759,3081.09644,7.60872,27.06725,0.36634
33.02876,-97.50555,3103.84644,6.73372,24.12975,-1.4178
33.02875,-97.47352,3115.75269,6.23372,21.37975,-1.04644
33.02874,-97.44148,3121.62769,7.79622,30.50475,3.08549
33.02872,-97.40945,3110.00269,10.04622,35.56725,-0.35424
33.02869,-97.37741,3103.90894,11.48372,34.50475,-0.53825
33.02865,-97.34538,3091.69019,11.04622,27.31725,-0.25512
33.0286,-97.31334,3080.81519,9.23372,21.62975,-0.31295
33.02854,-97.2813,3071.72144,7.67122,22.12975,-0.95249
33.02847,-97.24927,3065.15894,7.73372,23.06725,-1.00232
33.02839,-97.21723,3062.72144,8.10872,20.31725,-0.99291
33.02831,-97.1852,3057.19019,7.29622,17.37975,-1.56464
33.02821,-97.15316,3062.87769,5.85872,17.62975,-1.35698
33.0281,-97.12113,3069.37769,5.17122,20.25475,0.24645
33.02799,-97.08909,3073.59644,5.17122,21.56725,1.18897
33.02786,-97.05706,3063.28394,4.79622,20.12975,1.12672
33.02773,-97.02502,3057.69019,3.60872,17.81725,0.37693
33.02759,-96.99299,3047.81519,2.42122,16.31725,-0.17785
33.02743,-96.96095,3039.50269,2.48372,19.00475,-0.37475
33.02727,-96.92892,3045.69019,3.60872,23.50475,-0.87888
33.05553,-97.63374,3104.19019,4.10872,26.62975,-1.02985
33.05557,-97.6017,3090.44019,4.60872,27.25475,-0.00938
33.05559,-97.56965,3074.53394,5.04622,27.94225,0.79888
33.05561,-97.5376,3076.31519,5.29622,28.12975,0.92369
33.05562,-97.50556,3105.81519,5.04622,23.25475,-1.54529
33.05561,-97.47351,3130.40894,3.60872,17.94225,0.69409
33.0556,-97.44146,3114.03394,1.54622,27.37975,2.65324
33.05558,-97.40942,3113.00269,2.17122,32.62975,0.36848
33.05555,-97.37737,3104.53394,5.17122,30.37975,0.06769
33.05551,-97.34532,3095.22144,7.35872,24.87975,0.24766
33.05546,-97.31327,3084.19019,7.85872,22.25475,0.20299
33.0554,-97.28123,3066.50269,6.23372,22.44225,1.08459
33.05533,-97.24918,3065.87769,4.29622,23.00475,0.48871
33.05525,-97.21713,3068.00269,3.60872,22.06725,-0.38734
33.05516,-97.18509,3069.37769,3.35872,20.75475,-0.38677
33.05507,-97.15304,3079.28394,2.79622,19.25475,1.02111
33.05496,-97.121,3072.15894,2.04622,19.06725,2.37559
33.05485,-97.08895,3066.06519,2.23372,20.87975,1.6548
33.05472,-97.0569,3064.65894,2.92122,21.06725,1.04965
33.05459,-97.02486,3057.56519,2.67122,20.25475,0.10834
33.05445,-96.99281,3045.59644,1.92122,18.44225,-0.11185
33.05429,-96.96076,3038.81519,0.35872,17.44225,1.05797
33.05413,-96.92872,3047.81519,-1.26628,20.25475,0.66589
33.0824,-97.63379,3081.72144,2.48372,25.62975,1.42642
33.08243,-97.60173,3072.75269,3.17122,26.87975,3.03697
33.08245,-97.56967,3070.47144,3.54622,26.69225,2.23784
33.08247,-97.53762,3077.15894,4.35872,26.75475,1.47099
33.08248,-97.50556,3102.81519,5.48372,22.62975,-0.60588
33.08247,-97.4735,3131.62769,4.79622,16.37975,0.52432
33.08246,-97.44144,3125.31519,0.60872,21.56725,3.7454
33.08244,-97.40938,3119.22144,-1.14128,28.62975,0.17751
33.08241,-97.37733,3109.59644,2.10872,25.81725,-0.50953
33.08237,-97.34527,3096.19019,4.85872,22.44225,-0.05728
33.08232,-97.31321,3082.22144,6.48372,22.25475,-0.14506
33.08226,-97.28115,3071.09644,6.23372,22.56725,1.30018
33.08219,-97.24909,3080.37769,4.85872,22.81725,0.97199
33.08211,-97.21704,3081.56519,5.35872,23.50475,-0.21152
33.08203,-97.18498,3080.87769,7.54622,22.25475,0.40144
33.08193,-97.15292,3078.81519,8.79622,18.19225,1.95402
33.08182,-97.12086,3067.47144,6.79622,16.06725,2.44747
33.08171,-97.08881,3065.31519,3.79622,18.75475,1.59317
33.08158,-97.05675,3060.19019,2.92122,21.19225,0.9658
33.08145,-97.02469,3052.50269,3.23372,22.31725,0.22925
33.08131,-96.99263,3047.65894,4.10872,21.81725,0.11495
33.08115,-96.96058,3048.22144,4.42122,18.50475,1.44581
33.08099,-96.92852,3050.78394,2.35872,17.19225,2.75909
33.10926,-97.63384,3059.00269,2.17122,24.50475,3.71062
33.10929,-97.60177,3071.44019,4.29622,25.69225,3.09565
33.10932,-97.5697,3083.53394,4.60872,24.56725,1.97351
33.10933,-97.53763,3095.97144,4.54622,24.44225,0.80973
33.10934,-97.50556,3119.65894,4.85872,22.12975,-0.22598
33.10934,-97.47349,3133.12769,4.79622,16.44225,-0.90051
33.10932,-97.44142,3124.00269,2.67122,17.69225,2.48439
33.1093,-97.40935,3117.44019,0.04622,24.75475,2.5282
33.10927,-97.37728,3103.25269,1.23372,22.94225,-0.39124
33.10923,-97.34521,3089.22144,3.98372,20.94225,-0.76873
33.10918,-97.31314,3076.65894,5.92122,21.31725,-0.77842
33.10912,-97.28108,3078.34644,6.92122,21.75475,-0.28405
33.10905,-97.24901,3096.03394,7.04622,21.87975,-0.41315
33.10897,-97.21694,3097.34644,8.48372,22.75475,-0.74481
33.10889,-97.18487,3085.25269,11.73372,20.94225,-0.27008
33.10879,-97.1528,3069.53394,13.92122,17.56725,0.26111
33.10868,-97.12073,3061.94019,11.92122,16.50475,0.88803
33.10857,-97.08866,3052.09644,7.42122,18.81725,1.34801
33.10844,-97.05659,3055.00269,4.85872,21.25475,0.99742
33.10831,-97.02453,3054.94019,4.92122,22.94225,0.29502
33.10817,-96.99246,3047.03394,6.54622,23.44225,0.12609
33.10801,-96.96039,3046.40894,8.85872,20.81725,0.66283
33.10785,-96.92832,3050.56519,9.42122,17.25475,1.87052
33.13612,-97.63388,3075.62769,0.48372,22.00475,4.04512
33.13615,-97.6018,3092.06519,3.10872,24.06725,1.13915
33.13618,-97.56972,3097.90894,4.10872,23.06725,-0.14474
33.13619,-97.53764,3117.31519,3.73372,22.75475,-0.75779
33.1362,-97.50556,3129.69019,3.92122,20.06725,-1.1587
33.1362,-97.47348,3125.19019,4.42122,17.75475,-2.30157
33.13619,-97.4414,3109.34644,3.60872,17.75475,-0.3499
33.13616,-97.40932,3102.90894,1.67122,21.31725,2.11704
33.13613,-97.37724,3102.40894,1.67122,21.31725,0.15928
33.13609,-97.34516,3086.75269,3.67122,20.62975,-0.99028
33.13604,-97.31308,3084.90894,5.35872,20.69225,-1.12925
33.13598,-97.281,3085.75269,6.54622,20.87975,-1.23226
33.13591,-97.24892,3098.69019,7.35872,21.00475,-1.07327
33.13584,-97.21684,3095.84644,8.73372,20.81725,-0.9939
33.13575,-97.18476,3078.37769,11.54622,19.06725,-1.41028
33.13565,-97.15268,3067.28394,13.98372,18.62975,-1.41248
33.13555,-97.1206,3055.06519,12.73372,20.44225,-1.04902
33.13543,-97.08852,3064.87769,8.67122,21.81725,-0.33159
33.13531,-97.05644,3066.62769,5.98372,22.25475,-0.06452
33.13517,-97.02436,3053.69019,5.79622,22.62975,-0.17451
33.13503,-96.99228,3054.56519,6.98372,22.62975,-0.00213
33.13488,-96.9602,3049.25269,8.98372,21.00475,0.25059
33.13471,-96.92812,3053.12769,10.73372,18.31725,0.57585
33.16298,-97.63393,3089.37769,-1.26628,17.62975,3.81729
33.16302,-97.60184,3104.15894,-2.45378,21.00475,1.83658
33.16304,-97.56975,3109.06519,-0.26628,21.19225,-1.57085
33.16306,-97.53766,3128.28394,2.29622,21.12975,-2.38324
33.16306,-97.50556,3120.19019,5.10872,18.75475,-1.33609
33.16306,-97.47347,3113.62769,5.67122,21.19225,-1.29745
33.16305,-97.44138,3117.44019,3.29622,21.00475,-0.95872
33.16303,-97.40929,3115.28394,2.17122,20.62975,-0.11202
33.163,-97.3772,3097.03394,2.17122,21.00475,-0.48478
33.16296,-97.34511,3085.28394,3.10872,20.62975,-0.89372
33.16291,-97.31301,3094.03394,4.67122,20.19225,-0.93183
33.16285,-97.28092,3091.72144,6.04622,20.12975,-0.90342
33.16278,-97.24883,3097.37769,6.79622,20.37975,-0.76177
33.1627,-97.21674,3081.09644,7.85872,20.12975,-0.96979
33.16261,-97.18465,3070.25269,8.60872,19.44225,-0.99562
33.16252,-97.15256,3059.81519,8.04622,19.62975,0.46849
33.16241,-97.12047,3064.94019,7.04622,22.87975,0.54492
33.16229,-97.08838,3065.90894,5.73372,24.94225,-0.38504
33.16217,-97.05628,3059.44019,4.35872,23.94225,-0.76651
33.16204,-97.02419,3050.31519,4.04622,22.12975,-0.60264
33.16189,-96.9921,3061.22144,4.73372,20.81725,-0.33203
33.16174,-96.96001,3052.72144,6.04622,19.75475,-0.44495
33.16158,-96.92792,3054.40894,7.54622,19.00475,-0.63825
33.18985,-97.63398,3099.90894,2.60872,14.94225,3.0227
33.18988,-97.60187,3117.09644,-3.07878,16.69225,3.53658
33.18991,-97.56977,3132.50269,-4.07878,19.06725,0.82787
33.18992,-97.53767,3130.56519,-0.14128,20.94225,-2.277
33.18993,-97.50557,3127.25269,4.04622,21.94225,0.69188
33.18993,-97.47346,3131.50269,3.42122,25.06725,2.83987
33.18991,-97.44136,3124.15894,0.54622,23.25475,0.8483
33.18989,-97.40926,3110.94019,1.10872,22.06725,-1.26171
33.18986,-97.37715,3091.69019,2.17122,21.56725,-1.70373
33.18982,-97.34505,3100.69019,3.10872,20.87975,-1.4216
33.18977,-97.31295,3101.94019,5.04622,20.44225,-1.05772
33.18971,-97.28085,3094.09644,6.42122,20.25475,-0.61475
33.18964,-97.24874,3084.00269,6.67122,20.62975,-0.61108
33.18957,-97.21664,3070.22144,7.48372,21.37975,-0.97999
33.18948,-97.18454,3063.12769,7.29622,21.56725,0.12562
33.18938,-97.15244,3070.59644,3.85872,19.25475,2.85153
33.18927,-97.12033,3064.12769,1.23372,20.50475,3.82485
33.18916,-97.08823,3055.12769,0.04622,23.81725,4.10638
33.18903,-97.05613,3050.25269,-0.76628,24.25475,2.13737
33.1889,-97.02403,3047.59644,-0.07878,21.87975,-0.03501
33.18876,-96.99193,3065.09644,1.35872,20.44225,-0.54774
33.1886,-96.95982,3054.00269,2.73372,20.12975,-0.21403
33.18844,-96.92772,3050.34644,3.67122,19.75475,0.41108
33.21671,-97.63402,3111.81519,6.60872,16.62975,1.33625
33.21675,-97.60191,3142.09644,1.60872,14.81725,2.42666
33.21677,-97.5698,3155.22144,-3.26628,17.00475,1.49216
33.21679,-97.53768,3131.94019,-3.45378,21.06725,-0.09746
33.2168,-97.50557,3128.00269,-1.07878,24.44225,4.13934
33.21679,-97.47345,3130.03394,-1.26628,25.12975,5.28176
33.21678,-97.44134,3117.75269,-2.07878,22.50475,1.51506
33.21676,-97.40923,3107.19019,-0.39128,22.94225,-2.08584
33.21673,-97.37711,3095.12769,2.04622,21.81725,-3.06867
33.21669,-97.345,3110.78394,4.17122,22.44225,-2.77224
33.21664,-97.31288,3106.19019,5.92122,23.50475,-2.23792
33.21658,-97.28077,3092.78394,6.54622,23.44225,-1.82194
33.21651,-97.24866,3081.84644,6.17122,23.00475,-1.20902
33.21643,-97.21654,3074.84644,7.23372,23.06725,-1.13152
33.21634,-97.18443,3075.84644,8.79622,22.44225,-0.10087
33.21625,-97.15232,3074.31519,6.67122,18.75475,2.03701
33.21614,-97.1202,3061.28394,1.85872,17.69225,3.87692
33.21603,-97.08809,3054.90894,-2.07878,20.31725,4.83551
33.2159,-97.05597,3047.87769,-3.51628,22.62975,2.98149
33.21577,-97.02386,3051.81519,-2.32878,21.94225,0.17688
33.21562,-96.99175,3062.03394,-0.51628,21.87975,-0.55076
33.21547,-96.95964,3054.09644,1.17122,22.44225,-0.07173
33.21531,-96.92752,3056.75269,1.92122,20.94225,0.90115
