latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
32.76015,-97.63323,322.59189,5.25023,0.25396,0.01079
32.76018,-97.60131,298.84189,6.25023,1.81646,-0.05407
32.76021,-97.56938,284.59189,5.87523,2.81646,-0.00544
32.76022,-97.53746,270.68564,2.25023,2.12896,0.01073
32.76023,-97.50554,251.43564,0.25023,0.12896,-0.00274
32.76023,-97.47361,226.87314,2.12523,-1.12104,-0.01883
32.76021,-97.44169,202.62314,2.56273,-0.30854,-0.01076
32.76019,-97.40976,189.65439,-0.49977,1.06646,0.00798
32.76016,-97.37784,188.06064,-2.24977,2.25396,-0.00272
32.76012,-97.34591,184.40439,-0.99977,3.44146,-0.01609
32.76007,-97.31399,178.06064,-0.81227,4.12896,0.0053
32.76001,-97.28206,177.71689,-2.49977,3.56646,-0.02144
32.75994,-97.25014,191.81064,-3.06227,1.75396,-0.03755
32.75987,-97.21821,200.43564,-1.31227,1.56646,-0.02685
32.75978,-97.18629,189.56064,-0.18727,2.94146,-0.00272
32.75968,-97.15437,172.21689,-1.43727,2.94146,-0.0054
32.75958,-97.12244,190.96689,-3.68727,1.87896,-0.01079
32.75946,-97.09052,188.56064,-5.37477,1.31646,0.02146
32.75934,-97.05859,177.24814,-5.87477,1.37896,0.02682
32.75921,-97.02667,163.93564,-5.87477,1.87896,0.01875
32.75906,-96.99475,153.43564,-5.87477,2.56646,0.00801
32.75891,-96.96282,149.46689,-6.68727,3.75396,0.00801
32.75875,-96.9309,147.46689,-7.56227,4.69146,-0.05103
32.75858,-96.89897,168.68564,-7.62477,4.75396,-0.10759
32.787,-97.63328,329.68564,6.06273,1.25396,-0.02983
32.78703,-97.60134,312.18564,6.93773,3.06646,-0.04871
32.78705,-97.56941,295.09189,4.62523,2.69146,-0.03786
32.78707,-97.53747,260.68564,0.31273,1.19146,0.00534
32.78708,-97.50554,223.62314,-0.87477,-0.24604,0.00264
32.78707,-97.4736,208.12314,2.43773,-0.18354,-0.02415
32.78706,-97.44167,200.62314,3.75023,1.19146,0.01066
32.78704,-97.40973,210.43564,0.50023,2.69146,0.04017
32.78701,-97.37779,206.40439,-1.43727,3.87896,0.01873
32.78697,-97.34586,185.46689,-0.37477,4.44146,0.01869
32.78692,-97.31392,192.62314,-0.81227,4.56646,0.02673
32.78686,-97.28199,178.87314,-3.31227,3.81646,0.03743
32.78679,-97.25005,168.65439,-3.93727,2.81646,-0.00272
32.78671,-97.21812,169.87314,-1.81227,2.06646,-0.0161
32.78663,-97.18618,166.87314,-0.93727,1.31646,0.00799
32.78653,-97.15425,158.96689,-3.12477,0.19146,0.01603
32.78642,-97.12231,164.21689,-5.43727,-0.87104,0.00264
32.78631,-97.09037,163.74814,-5.93727,-0.74604,-4e-05
32.78619,-97.05844,167.84189,-5.81227,0.19146,0.01069
32.78605,-97.0265,152.59189,-5.43727,1.25396,0.01872
32.78591,-96.99457,149.02939,-4.93727,2.25396,0.00532
32.78576,-96.96264,148.02939,-5.37477,3.19146,0.01873
32.7856,-96.9307,143.43564,-6.68727,4.19146,0.0241
32.78543,-96.89877,141.43564,-7.68727,4.31646,-0.01345
32.81384,-97.63333,314.24814,7.37523,3.69146,-0.1216
32.81388,-97.60138,288.96689,6.43773,3.62896,-0.09448
32.8139,-97.56943,252.43564,2.68773,1.94146,-0.02964
32.81392,-97.53749,227.12314,-1.31227,0.62896,0.01607
32.81392,-97.50554,213.02939,-1.12477,0.50396,-0.00809
32.81392,-97.47359,202.46689,3.12523,1.31646,-0.00807
32.81391,-97.44165,222.43564,4.62523,2.37896,0.05356
32.81389,-97.4097,238.87314,1.43773,3.87896,0.03221
32.81386,-97.37775,214.81064,-0.81227,4.81646,0.0268
32.81382,-97.3458,209.62314,-0.62477,4.56646,0.03216
32.81377,-97.31386,198.62314,-1.81227,3.69146,0.02679
32.81371,-97.28191,192.46689,-4.37477,2.56646,0.03753
32.81364,-97.24996,181.46689,-4.87477,1.62896,0.01872
32.81356,-97.21802,181.77939,-2.99977,0.62896,0.00264
32.81348,-97.18607,175.74814,-2.31227,-0.87104,0.00532
32.81338,-97.15413,174.21689,-4.18727,-1.99604,-0.0081
32.81327,-97.12218,175.37314,-5.62477,-1.99604,-0.00273
32.81316,-97.09023,165.06064,-5.43727,-1.12104,0.00264
32.81303,-97.05829,163.24814,-4.93727,0.06646,-4e-05
32.8129,-97.02634,161.90439,-4.49977,1.19146,0.00264
32.81276,-96.99439,165.09189,-3.99977,1.87896,0.01337
32.81261,-96.96245,162.84189,-4.31227,2.37896,0.02412
32.81244,-96.9305,158.09189,-5.56227,3.19146,0.0456
32.81227,-96.89856,140.34189,-7.06227,3.56646,0.03213
32.84069,-97.63337,279.43564,7.37523,4.69146,-0.08354
32.84073,-97.60141,257.84189,4.62523,2.62896,-0.00543
32.84075,-97.56946,252.52939,0.87523,0.87896,0.0161
32.84077,-97.5375,244.15439,-1.74977,0.62896,0.01609
32.84077,-97.50554,219.96689,-0.24977,1.75396,-0.01345
32.84077,-97.47358,207.40439,3.81273,2.00396,0.01066
32.84076,-97.44163,235.34189,5.18773,2.19146,0.04827
32.84074,-97.40967,238.62314,2.43773,3.44146,0.02146
32.84071,-97.37771,232.40439,-0.43727,3.75396,0.03493
32.84067,-97.34575,220.21689,-1.62477,2.81646,0.02416
32.84062,-97.31379,206.09189,-3.12477,1.19146,0.0322
32.84056,-97.28184,197.06064,-5.18727,0.00396,0.02145
32.84049,-97.24988,196.18564,-5.49977,-0.62104,-4e-05
32.84041,-97.21792,195.74814,-3.81227,-0.93354,-0.0081
32.84032,-97.18596,195.34189,-3.18727,-1.37104,-0.00811
32.84023,-97.15401,195.56064,-3.93727,-1.43354,-0.00811
32.84012,-97.12205,191.43564,-4.43727,-0.68354,-0.00811
32.84001,-97.09009,191.43564,-4.56227,-0.18354,0.00802
32.83988,-97.05813,175.49814,-4.43727,0.12896,0.01606
32.83975,-97.02618,171.90439,-3.93727,0.56646,-0.00273
32.83961,-96.99422,181.21689,-3.62477,1.06646,-4e-05
32.83946,-96.96226,175.77939,-3.62477,1.56646,0.01608
32.83929,-96.93031,162.52939,-4.56227,2.25396,0.03218
32.83912,-96.89835,143.62314,-6.68727,2.50396,0.02411
32.86754,-97.63342,298.15439,5.25023,3.31646,0.01076
32.86758,-97.60145,294.27939,2.50023,1.12896,0.00806
32.8676,-97.56948,271.09189,0.31273,0.50396,0.00535
32.86762,-97.53751,240.09189,-0.87477,1.06646,0.00533
32.86763,-97.50554,213.02939,0.12523,2.12896,-0.00809
32.86762,-97.47357,212.09189,3.18773,1.31646,0.02409
32.86761,-97.4416,250.93564,4.93773,1.19146,0.043
32.86759,-97.40964,253.96689,2.50023,2.31646,0.02419
32.86756,-97.37767,244.21689,-1.18727,1.87896,0.02421
32.86752,-97.3457,221.37314,-3.12477,0.62896,0.02955
32.86747,-97.31373,207.40439,-4.56227,-0.80854,0.01878
32.86741,-97.28176,204.81064,-5.93727,-1.49604,-0.00542
32.86734,-97.24979,209.59189,-5.74977,-1.30854,-0.02425
32.86726,-97.21782,214.49814,-4.06227,-0.55854,-0.01081
32.86718,-97.18585,207.62314,-3.18727,0.00396,-4e-05
32.86708,-97.15389,201.46689,-3.49977,0.69146,0.00533
32.86697,-97.12192,193.31064,-4.12477,1.00396,0.01339
32.86686,-97.08995,184.90439,-4.87477,0.50396,0.0107
32.86673,-97.05798,180.15439,-4.99977,0.00396,-0.00273
32.8666,-97.02601,184.12314,-4.37477,0.06646,-0.00273
32.86646,-96.99404,177.34189,-3.56227,0.37896,0.01338
32.86631,-96.96208,161.09189,-3.18727,0.62896,0.01874
32.86614,-96.93011,145.68564,-4.24977,0.75396,0.01873
32.86597,-96.89814,146.68564,-7.12477,0.81646,-0.0081
32.8944,-97.63347,280.90439,3.00023,0.94146,-0.00814
32.89443,-97.60149,274.71689,1.75023,0.19146,-0.00544
32.89446,-97.56951,249.27939,0.93773,0.50396,-0.00811
32.89447,-97.53752,230.52939,-0.12477,1.12896,-4e-05
32.89448,-97.50554,212.96689,-0.43727,1.44146,0.00264
32.89447,-97.47356,223.18564,1.93773,0.37896,0.00264
32.89446,-97.44158,240.77939,4.50023,1.12896,0.02952
32.89444,-97.4096,260.87314,1.93773,2.56646,0.02421
32.89441,-97.37762,242.52939,-2.74977,1.50396,0.0296
32.89437,-97.34564,225.62314,-5.12477,0.12896,0.0215
32.89432,-97.31366,220.56064,-6.24977,-0.49604,0.00265
